,filename,label
21,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00023215.JPEG,golf ball
22,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00023845.JPEG,golf ball
23,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00024405.JPEG,golf ball
24,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00025591.JPEG,golf ball
25,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00026194.JPEG,golf ball
26,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00030938.JPEG,golf ball
27,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00031486.JPEG,golf ball
28,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00031744.JPEG,golf ball
29,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00031897.JPEG,golf ball
30,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00031954.JPEG,golf ball
31,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00035419.JPEG,golf ball
32,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00035519.JPEG,golf ball
33,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00035918.JPEG,golf ball
34,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00036171.JPEG,golf ball
35,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00036187.JPEG,golf ball
36,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00036755.JPEG,golf ball
37,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00037369.JPEG,golf ball
38,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00038005.JPEG,golf ball
39,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00038447.JPEG,golf ball
40,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00038768.JPEG,golf ball
41,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00038790.JPEG,golf ball
42,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00040694.JPEG,golf ball
43,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00041672.JPEG,golf ball
44,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00042350.JPEG,golf ball
45,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00043745.JPEG,golf ball
46,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00044695.JPEG,golf ball
47,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00044936.JPEG,golf ball
48,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00046468.JPEG,golf ball
49,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\ILSVRC2012_val_00048517.JPEG,golf ball
50,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10008.JPEG,golf ball
51,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1002.JPEG,golf ball
52,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10027.JPEG,golf ball
53,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10030.JPEG,golf ball
54,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10033.JPEG,golf ball
55,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10039.JPEG,golf ball
56,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10042.JPEG,golf ball
57,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10071.JPEG,golf ball
58,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10084.JPEG,golf ball
59,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_101.JPEG,golf ball
60,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10106.JPEG,golf ball
61,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10117.JPEG,golf ball
62,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10127.JPEG,golf ball
63,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10129.JPEG,golf ball
64,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10141.JPEG,golf ball
65,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10167.JPEG,golf ball
66,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10216.JPEG,golf ball
67,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10235.JPEG,golf ball
68,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10254.JPEG,golf ball
69,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10304.JPEG,golf ball
70,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1036.JPEG,golf ball
71,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10376.JPEG,golf ball
72,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10401.JPEG,golf ball
73,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10410.JPEG,golf ball
74,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10413.JPEG,golf ball
75,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10419.JPEG,golf ball
76,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10425.JPEG,golf ball
77,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10442.JPEG,golf ball
78,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10445.JPEG,golf ball
79,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10455.JPEG,golf ball
80,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10499.JPEG,golf ball
81,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10514.JPEG,golf ball
82,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10515.JPEG,golf ball
83,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10520.JPEG,golf ball
84,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10523.JPEG,golf ball
85,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10537.JPEG,golf ball
86,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10547.JPEG,golf ball
87,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10550.JPEG,golf ball
88,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10556.JPEG,golf ball
89,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10560.JPEG,golf ball
90,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1057.JPEG,golf ball
91,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10574.JPEG,golf ball
92,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10581.JPEG,golf ball
93,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10583.JPEG,golf ball
94,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10587.JPEG,golf ball
95,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10592.JPEG,golf ball
96,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10615.JPEG,golf ball
97,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10616.JPEG,golf ball
98,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10622.JPEG,golf ball
99,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10632.JPEG,golf ball
100,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10633.JPEG,golf ball
101,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10655.JPEG,golf ball
102,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10657.JPEG,golf ball
103,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1067.JPEG,golf ball
104,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10671.JPEG,golf ball
105,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10676.JPEG,golf ball
106,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10678.JPEG,golf ball
107,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10689.JPEG,golf ball
108,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10693.JPEG,golf ball
109,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10698.JPEG,golf ball
110,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10719.JPEG,golf ball
111,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1072.JPEG,golf ball
112,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10721.JPEG,golf ball
113,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10723.JPEG,golf ball
114,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10743.JPEG,golf ball
115,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10750.JPEG,golf ball
116,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10759.JPEG,golf ball
117,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10760.JPEG,golf ball
118,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10762.JPEG,golf ball
119,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10782.JPEG,golf ball
120,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10786.JPEG,golf ball
121,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10788.JPEG,golf ball
122,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1086.JPEG,golf ball
123,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_10862.JPEG,golf ball
124,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1091.JPEG,golf ball
125,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_110.JPEG,golf ball
126,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11011.JPEG,golf ball
127,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1107.JPEG,golf ball
128,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11089.JPEG,golf ball
129,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11122.JPEG,golf ball
130,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11144.JPEG,golf ball
131,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11150.JPEG,golf ball
132,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11162.JPEG,golf ball
133,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11171.JPEG,golf ball
134,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11236.JPEG,golf ball
135,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11296.JPEG,golf ball
136,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1132.JPEG,golf ball
137,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11347.JPEG,golf ball
138,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11389.JPEG,golf ball
139,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11401.JPEG,golf ball
140,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11409.JPEG,golf ball
141,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11481.JPEG,golf ball
142,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11483.JPEG,golf ball
143,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1152.JPEG,golf ball
144,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1159.JPEG,golf ball
145,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11635.JPEG,golf ball
146,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11642.JPEG,golf ball
147,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11643.JPEG,golf ball
148,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1169.JPEG,golf ball
149,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11690.JPEG,golf ball
150,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11789.JPEG,golf ball
151,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11822.JPEG,golf ball
152,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11967.JPEG,golf ball
153,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_11973.JPEG,golf ball
154,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12013.JPEG,golf ball
155,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1203.JPEG,golf ball
156,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12030.JPEG,golf ball
157,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12069.JPEG,golf ball
158,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12117.JPEG,golf ball
159,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12143.JPEG,golf ball
160,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1217.JPEG,golf ball
161,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12172.JPEG,golf ball
162,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12197.JPEG,golf ball
163,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12202.JPEG,golf ball
164,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12262.JPEG,golf ball
165,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12303.JPEG,golf ball
166,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12325.JPEG,golf ball
167,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12463.JPEG,golf ball
168,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12480.JPEG,golf ball
169,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12489.JPEG,golf ball
170,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12490.JPEG,golf ball
171,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12500.JPEG,golf ball
172,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12505.JPEG,golf ball
173,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1252.JPEG,golf ball
174,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1256.JPEG,golf ball
175,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12640.JPEG,golf ball
176,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12689.JPEG,golf ball
177,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_127.JPEG,golf ball
178,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12724.JPEG,golf ball
179,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12744.JPEG,golf ball
180,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1275.JPEG,golf ball
181,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12772.JPEG,golf ball
182,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12789.JPEG,golf ball
183,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12796.JPEG,golf ball
184,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1281.JPEG,golf ball
185,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12830.JPEG,golf ball
186,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12862.JPEG,golf ball
187,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12882.JPEG,golf ball
188,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1289.JPEG,golf ball
189,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_129.JPEG,golf ball
190,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1291.JPEG,golf ball
191,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1292.JPEG,golf ball
192,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12920.JPEG,golf ball
193,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_12947.JPEG,golf ball
194,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1297.JPEG,golf ball
195,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_13011.JPEG,golf ball
196,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_13067.JPEG,golf ball
197,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_13093.JPEG,golf ball
198,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_13099.JPEG,golf ball
199,C:\Users\kruets\Documents\Workspace\dvc_test\repo_git\data-version-control\data\raw\train\n03445777\n03445777_1311.JPEG,golf ball
